year,iso,crisisjst,tloans,tmort,money,ltrate,stir,hpnom,debtgdp,cpi,ca,rgdpmad,target_h1,target_h2,target_h3,tloans_lag1,tloans_lag2,tloans_lag3,tmort_lag1,tmort_lag2,tmort_lag3,money_lag1,money_lag2,money_lag3,ltrate_lag1,ltrate_lag2,ltrate_lag3,stir_lag1,stir_lag2,stir_lag3,hpnom_lag1,hpnom_lag2,hpnom_lag3,debtgdp_lag1,debtgdp_lag2,debtgdp_lag3,cpi_lag1,cpi_lag2,cpi_lag3,ca_lag1,ca_lag2,ca_lag3,rgdpmad_lag1,rgdpmad_lag2,rgdpmad_lag3,term_spread,term_spread_lag1,term_spread_lag2,term_spread_lag3,tloans_gr_lag1,tmort_gr_lag1,money_gr_lag1,hpnom_gr_lag1,rgdpmad_gr_lag1,tloans_gr_raw,tloans_gr_roll3_mean_lag1,tloans_gr_roll3_std_lag1,tloans_slope4,tloans_slope4_lag1,tloans_lag1_dm,tloans_lag2_dm,tloans_lag3_dm,tmort_lag1_dm,tmort_lag2_dm,tmort_lag3_dm,money_lag1_dm,money_lag2_dm,money_lag3_dm,ltrate_lag1_dm,ltrate_lag2_dm,ltrate_lag3_dm,stir_lag1_dm,stir_lag2_dm,stir_lag3_dm,hpnom_lag1_dm,hpnom_lag2_dm,hpnom_lag3_dm,debtgdp_lag1_dm,debtgdp_lag2_dm,debtgdp_lag3_dm,cpi_lag1_dm,cpi_lag2_dm,cpi_lag3_dm,ca_lag1_dm,ca_lag2_dm,ca_lag3_dm,rgdpmad_lag1_dm,rgdpmad_lag2_dm,rgdpmad_lag3_dm,term_spread_lag1_dm,term_spread_lag2_dm,term_spread_lag3_dm,tloans_gr_lag1_dm,tmort_gr_lag1_dm,money_gr_lag1_dm,hpnom_gr_lag1_dm,rgdpmad_gr_lag1_dm,tloans_gr_roll3_mean_lag1_dm,tloans_gr_roll3_std_lag1_dm,tloans_slope4_lag1_dm,credit_sent_neg,credit_sent_pos,credit_n_speeches,monetary_policy_sent_neg,monetary_policy_sent_pos,monetary_policy_n_speeches,corporate_sent_neg,corporate_sent_pos,corporate_n_speeches,credit_sent_neg_lag1,credit_sent_neg_lag2,credit_sent_neg_lag3,monetary_policy_sent_neg_lag1,monetary_policy_sent_neg_lag2,monetary_policy_sent_neg_lag3,corporate_sent_neg_lag1,corporate_sent_neg_lag2,corporate_sent_neg_lag3
1991,IRL,0.0,18318.594220679453,5966.987619135744,19622.495289621635,9.524648,10.4275,100.09584590285704,0.917040866409348,103.19623301109408,-129.08900000000023,13411.114956707,0,0,0,17388.679973159276,15794.96205343155,13885.763979286452,5484.740186915888,4955.504543351532,4094.3631350050896,18729.939520674536,16223.424189124944,15446.715712642395,10.4391,9.317204,9.511101,11.30667,10.035,8.045834,100.0,84.1625616167936,63.56660068766827,0.906148982572319,0.9795914783655686,1.0665707046274615,100.0,96.78949809153497,92.9921877786894,-523.7900000000021,-493.39725440664967,-68.74973309848343,13269.422318059,12306.528289618002,11582.376225789,-0.9028520000000012,-0.8675700000000006,-0.7177959999999999,1.4652670000000008,0.1009003956031335,0.1067975296833086,0.1544997715851987,0.1881767626717084,0.0782425397139266,0.0534781391661454,0.1125877594384358,0.0215823159300433,1489.2208643906731,1618.3260020243072,4378.46078683104,3480.928583879144,2095.640679645392,1713.7095290089742,1480.5923568057733,825.9345979457748,4225.2051759799615,2148.362305537961,1828.871772073884,-0.4921030000000002,-2.01749875,-2.431468999999998,0.6346711999999997,-0.7962485000000008,-3.713886000000002,34.061535571034966,22.780121484785703,2.9122140742138427,-0.1145942676145579,-0.0514397147766354,0.0473860153136767,9.173830842221676,7.454161167195792,4.875801139133642,-79.04176717569817,-60.811276977932096,485.11499244031216,1933.434592411999,1213.1757049637508,652.0315215130013,-1.1267742000000005,-1.2212502499999998,1.2824170000000013,0.0044763494096321,-0.0289902450114273,0.1013093229097371,0.0883769820839391,0.0442765588323581,0.026043965055136,0.0036146078646317,472.7843747703016,,,,,,,,,,,,,,,,,,
1992,IRL,0.0,19479.89729247588,6681.600000000001,21916.73331347146,9.466225,14.31833,103.72157918196596,0.8858790542894461,106.41565298041591,112.95000000000108,13778.6139212,0,0,0,18318.594220679453,17388.679973159276,15794.96205343155,5966.987619135744,5484.740186915888,4955.504543351532,19622.495289621635,18729.939520674536,16223.424189124944,9.524648,10.4391,9.317204,10.4275,11.30667,10.035,100.09584590285704,100.0,84.1625616167936,0.917040866409348,0.906148982572319,0.9795914783655686,103.19623301109408,100.0,96.78949809153497,-129.08900000000023,-523.7900000000021,-493.39725440664967,13411.114956707,13269.422318059,12306.528289618002,-4.852105,-0.9028520000000012,-0.8675700000000006,-0.7177959999999999,0.0534781391661453,0.0879253010690062,0.0476539589442814,0.0009584590285703,0.0106781316663019,0.063394770243093,0.0972905770606757,0.0421236934927315,1198.4719964653184,1489.2208643906731,4578.631569879379,4378.46078683104,3480.928583879144,1910.3387063940024,1713.7095290089742,1480.5923568057733,4413.560082263733,4225.2051759799615,2148.362305537961,-1.3245378333333324,-0.4921030000000002,-2.01749875,-0.3502773333333326,0.6346711999999997,-0.7962485000000008,28.480458878719503,34.061535571034966,22.780121484785703,-0.0846033391751025,-0.1145942676145579,-0.0514397147766354,10.841092046278789,9.173830842221676,7.454161167195792,328.83286068692007,-79.04176717569817,-60.811276977932096,1752.8881323246642,1933.434592411999,1213.1757049637508,-0.974260500000001,-1.1267742000000005,-1.2212502499999998,-0.0438411769092823,-0.0420644246234442,-0.0257983543131276,-0.1165167179759867,-0.0321431609817382,0.0042357914135919,0.0232523334611619,186.0844455465674,,,,,,,,,,,,,,,,,,
1993,IRL,0.0,20832.01312295718,7462.099999999999,25488.01266827637,7.700833,9.119166,96.21133575186369,0.9133471429704968,107.91388720436628,1251.626000000002,14020.148038919,0,0,0,19479.89729247588,18318.594220679453,17388.679973159276,6681.600000000001,5966.987619135744,5484.740186915888,21916.73331347146,19622.495289621635,18729.939520674536,9.466225,9.524648,10.4391,14.31833,10.4275,11.30667,103.72157918196596,100.09584590285704,100.0,0.8858790542894461,0.917040866409348,0.906148982572319,106.41565298041591,103.19623301109408,100.0,112.95000000000108,-129.08900000000023,-523.7900000000021,13778.6139212,13411.114956707,13269.422318059,-1.4183329999999996,-4.852105,-0.9028520000000012,-0.8675700000000006,0.0633947702430929,0.1197609960799216,0.1169187705226894,0.0362226148988009,0.0274025661311039,0.0694108295429032,0.0725911016707906,0.0250129363568116,1149.1302521190144,1198.4719964653184,5085.844417407319,4578.631569879379,4378.46078683104,2352.045557773402,1910.3387063940024,1713.7095290089742,6077.289522933024,4413.560082263733,4225.2051759799615,-1.193741142857144,-1.3245378333333324,-0.4921030000000002,3.590592285714285,-0.3502773333333326,0.6346711999999997,28.0375551751542,28.480458878719503,34.061535571034966,-0.1036789599842755,-0.0846033391751025,-0.1145942676145579,12.51178458041798,10.841092046278789,9.173830842221676,523.8957377316472,328.83286068692007,-79.04176717569817,1869.9745064855704,1752.8881323246642,1933.434592411999,-4.784333428571428,-0.974260500000001,-1.1267742000000005,-0.026617683014121,-0.0032179921752881,0.0477661829841349,-0.0618331091097583,-0.0100615330199798,-0.0213108422590115,0.0014911096330096,-151.18553376542943,,,,,,,,,,,,,,,,,,
1994,IRL,0.0,22876.450660844403,8352.6,28092.796722978797,7.920833,5.93,100.92374038807456,0.8610902959063602,110.44483287553952,1062.3199999999974,14797.614478941,0,0,0,20832.01312295718,19479.89729247588,18318.594220679453,7462.099999999999,6681.600000000001,5966.987619135744,25488.01266827637,21916.73331347146,19622.495289621635,7.700833,9.466225,9.524648,9.119166,14.31833,10.4275,96.21133575186369,103.72157918196596,100.09584590285704,0.9133471429704968,0.8858790542894461,0.917040866409348,107.91388720436628,106.41565298041591,103.19623301109408,1251.626000000002,112.95000000000108,-129.08900000000023,14020.148038919,13778.6139212,13411.114956707,1.9908330000000003,-1.4183329999999996,-4.852105,-0.9028520000000012,0.0694108295429031,0.116813338122605,0.1629476119331051,-0.0724077235357797,0.0175296382568185,0.0981392209106388,0.0620945796507138,0.0080455284066859,1502.568515097613,1149.1302521190144,5802.229695712707,5085.844417407319,4578.631569879379,2838.5398630517248,2352.045557773402,1910.3387063940024,8888.907687371302,6077.289522933024,4413.560082263733,-2.8099155,-1.193741142857144,-1.3245378333333324,-2.0573957499999995,3.590592285714285,-0.3502773333333326,17.022617348157652,28.0375551751542,28.480458878719503,-0.0632510013051903,-0.1036789599842755,-0.0846033391751025,12.44604573181607,12.51178458041798,10.841092046278789,1597.0847705151923,523.8957377316472,328.83286068692007,1877.761810893875,1869.9745064855704,1752.8881323246642,-0.7525197499999994,-4.784333428571428,-0.974260500000001,-0.0167990975694364,-0.0057059369647063,0.0869712839682456,-0.161630146242945,-0.0184970990342681,-0.0282555572359197,-0.0157248165892843,-170.29017135864774,,,,,,,,,,,,,,,,,,
1995,IRL,0.0,26113.49017183547,9474.7,31585.911430562297,8.255,6.2475,119.74712001085608,0.7854406829125931,113.22370063853316,1142.0843879818192,16147.816609573,0,0,0,22876.450660844403,20832.01312295718,19479.89729247588,8352.6,7462.099999999999,6681.600000000001,28092.796722978797,25488.01266827637,21916.73331347146,7.920833,7.700833,9.466225,5.93,9.119166,14.31833,100.92374038807456,96.21133575186369,103.72157918196596,0.8610902959063602,0.9133471429704968,0.8858790542894461,110.44483287553952,107.91388720436628,106.41565298041591,1062.3199999999974,1251.626000000002,112.95000000000108,14797.614478941,14020.148038919,13778.6139212,2.007500000000001,1.9908330000000003,-1.4183329999999996,-4.852105,0.0981392209106387,0.1193363798394555,0.1021964359718194,0.048979723640513,0.0554535114653429,0.1415009504307249,0.0769816068988783,0.0185682986667516,2194.5216175965998,1502.568515097613,7201.975045187406,5802.229695712707,5085.844417407319,3413.646544934867,2838.5398630517248,2352.045557773402,10506.03533236581,8888.907687371302,6077.289522933024,-2.2777026666666664,-2.8099155,-1.193741142857144,-5.017962222222224,-2.0573957499999995,3.590592285714285,19.843620056795476,17.022617348157652,28.0375551751542,-0.1084799593354171,-0.0632510013051903,-0.1036789599842755,13.59409743278755,12.44604573181607,12.51178458041798,1230.3249071246107,1597.0847705151923,523.8957377316472,2446.588049705446,1877.761810893875,1869.9745064855704,2.740259555555556,-0.7525197499999994,-4.784333428571428,0.0140291809944787,-0.0024696531272676,0.0153486975109292,-0.0200389307862841,0.0217389115535398,-0.0093320218111952,-0.0029556439593208,211.5297868463922,,,,,,,,,,,,,,,,,,
1996,IRL,0.0,30380.026620528497,11056.000000000002,36599.01164289713,7.289166,5.418334,135.98725743127432,0.7066540460651954,115.13930011058396,1392.9213238906966,17495.460114808,0,0,0,26113.49017183547,22876.450660844403,20832.01312295718,9474.7,8352.6,7462.099999999999,31585.911430562297,28092.796722978797,25488.01266827637,8.255,7.920833,7.700833,6.2475,5.93,9.119166,119.74712001085608,100.92374038807456,96.21133575186369,0.7854406829125931,0.8610902959063602,0.9133471429704968,113.22370063853316,110.44483287553952,107.91388720436628,1142.0843879818192,1062.3199999999974,1251.626000000002,16147.816609573,14797.614478941,14020.148038919,1.870832,2.007500000000001,1.9908330000000003,-1.4183329999999996,0.1415009504307249,0.1343414026770107,0.1243420063167393,0.1865109195358927,0.0912445808446704,0.1633843818125342,0.1030170002947556,0.036291747425486,3188.108000370501,2194.5216175965998,9718.817051659733,7201.975045187406,5802.229695712707,4194.38189044138,3413.646544934867,2838.5398630517248,12948.54650671273,10506.03533236581,8888.907687371302,-1.7157654000000004,-2.2777026666666664,-2.8099155,-4.198666,-5.017962222222224,-2.0573957499999995,36.68263767389742,19.843620056795476,17.022617348157652,-0.1732815763956424,-0.1084799593354171,-0.0632510013051903,15.013555452502402,13.59409743278755,12.44604573181607,1187.056804393971,1230.3249071246107,1597.0847705151923,3552.1313753669,2446.588049705446,1877.761810893875,2.482900600000001,2.740259555555556,-0.7525197499999994,0.0558321126262894,0.0128097756133173,0.0357888570213014,0.1197188129742382,0.0551145463158073,0.0178698743110814,0.0151372602943286,873.2643483673226,,,,,,,,,,,,,,,,,,
1997,IRL,0.0,37780.34842807037,13221.2,44670.03960801523,6.293334,6.091667,161.03180273420764,0.6243027027027027,116.81054471515714,1505.7793759838344,19173.75071432,0,0,0,30380.026620528497,26113.49017183547,22876.450660844403,11056.000000000002,9474.7,8352.6,36599.01164289713,31585.911430562297,28092.796722978797,7.289166,8.255,7.920833,5.418334,6.2475,5.93,135.98725743127432,119.74712001085608,100.92374038807456,0.7066540460651954,0.7854406829125931,0.8610902959063602,115.13930011058396,113.22370063853316,110.44483287553952,1392.9213238906966,1142.0843879818192,1062.3199999999974,17495.460114808,16147.816609573,14797.614478941,0.2016669999999996,1.870832,2.007500000000001,1.9908330000000003,0.1633843818125342,0.1668971049215279,0.1587131725913786,0.1356202756187033,0.0834567011639251,0.2435916827848103,0.134341517717966,0.0332065635508244,4897.822975037093,3188.108000370501,13101.8246774746,9718.817051659733,7201.975045187406,5394.374445855802,4194.38189044138,3413.646544934867,16784.506127528224,12948.54650671273,10506.03533236581,-2.525620727272728,-1.7157654000000004,-2.2777026666666664,-4.646135090909091,-4.198666,-5.017962222222224,49.5879898512341,36.68263767389742,19.843620056795476,-0.2363153426616181,-0.1732815763956424,-0.1084799593354171,15.564286247052976,15.013555452502402,13.59409743278755,1329.9794853579424,1187.056804393971,1230.3249071246107,4576.8538464776375,3552.1313753669,2446.588049705446,2.120514363636364,2.482900600000001,2.740259555555556,0.0721323327454698,0.0440845002965027,0.0665811375938106,0.0568562877596251,0.0418152120034812,0.0472088501441716,0.0103701586091861,1757.6926875953095,,,,,,,,,,,,,,,,,,
1998,IRL,0.0,45734.005226624206,15868.99901980361,52406.2271249011,4.796667,5.425833,208.48586391844276,0.5238776983791051,119.63400278243498,395.9922800157557,20618.027985953,0,0,0,37780.34842807037,30380.026620528497,26113.49017183547,13221.2,11056.000000000002,9474.7,44670.03960801523,36599.01164289713,31585.911430562297,6.293334,7.289166,8.255,6.091667,5.418334,6.2475,161.03180273420764,135.98725743127432,119.74712001085608,0.6243027027027027,0.7066540460651954,0.7854406829125931,116.81054471515714,115.13930011058396,113.22370063853316,1505.7793759838344,1392.9213238906966,1142.0843879818192,19173.75071432,17495.460114808,16147.816609573,-0.6291659999999997,0.2016669999999996,1.870832,2.007500000000001,0.2435916827848104,0.1958393632416784,0.2205258449017287,0.1841683241210333,0.0959272056006981,0.21052364865551,0.1828256716760231,0.0537503695039906,6626.18669719081,4897.822975037093,19410.327761893597,13101.8246774746,9718.817051659733,7110.043242034482,5394.374445855802,4194.38189044138,23456.82524868564,16784.506127528224,12948.54650671273,-3.3109843333333338,-2.525620727272728,-1.7157654000000004,-3.5856241666666664,-4.646135090909091,-4.198666,70.50020266656458,49.5879898512341,36.68263767389742,-0.2989737408023092,-0.2363153426616181,-0.1732815763956424,15.93850699770509,15.564286247052976,15.013555452502402,1332.0059136712516,1329.9794853579424,1187.056804393971,5873.73995878317,4576.8538464776375,3552.1313753669,0.2746398333333329,2.120514363636364,2.482900600000001,0.1457821489227033,0.0690190767715166,0.1223409792138143,0.1002355828292618,0.0504843335308469,0.0909721190878116,0.0298769487014336,3272.1084747513105,,,,,,,,,,,,,,,,,,
1999,IRL,0.0,60484.87386985254,19638.695904,61452.50180595376,4.710834,2.9635,246.2024138151644,0.4734109163140167,121.59597617094138,-28.39924769729292,22526.414036917,0,0,0,45734.005226624206,37780.34842807037,30380.026620528497,15868.99901980361,13221.2,11056.000000000002,52406.2271249011,44670.03960801523,36599.01164289713,4.796667,6.293334,7.289166,5.425833,6.091667,5.418334,208.48586391844276,161.03180273420764,135.98725743127432,0.5238776983791051,0.6243027027027027,0.7066540460651954,119.63400278243498,116.81054471515714,115.13930011058396,395.9922800157557,1505.7793759838344,1392.9213238906966,20618.027985953,19173.75071432,17495.460114808,1.7473340000000004,-0.6291659999999997,0.2016669999999996,1.870832,0.2105236486555099,0.2002691903763358,0.1731851501537007,0.2946875112772647,0.0753257561940833,0.3225361209921118,0.2058332377509515,0.0403088420592123,9826.819854652596,6626.18669719081,25870.882424917152,19410.327761893597,13101.8246774746,9210.915858604672,7110.043242034482,5394.374445855802,29388.641592595694,23456.82524868564,16784.506127528224,-4.552960230769231,-3.3109843333333338,-2.525620727272728,-3.9756409230769223,-3.5856241666666664,-4.646135090909091,112.53117133798702,70.50020266656458,49.5879898512341,-0.3764007650641907,-0.2989737408023092,-0.2363153426616181,17.535926065159472,15.93850699770509,15.564286247052976,119.75682434384584,1332.0059136712516,1329.9794853579424,6866.19107974054,5873.73995878317,4576.8538464776375,-0.5773193076923073,0.2746398333333329,2.120514363636364,0.1005656023831775,0.0676973141752143,0.064805202864635,0.2024018047497214,0.0256758563299948,0.1057094925183934,0.0137193350110704,4673.261349429897,,,,,,,,,,,,,,,,,,
2000,IRL,0.0,71784.96832288116,23664.723072,68957.44207906468,5.5125,4.391767,298.2700167353394,0.3640158057125613,128.3630007491171,524.3434639871897,24305.281428392,0,0,0,60484.87386985254,45734.005226624206,37780.34842807037,19638.695904,15868.99901980361,13221.2,61452.50180595376,52406.2271249011,44670.03960801523,4.710834,4.796667,6.293334,2.9635,5.425833,6.091667,246.2024138151644,208.48586391844276,161.03180273420764,0.4734109163140167,0.5238776983791051,0.6243027027027027,121.59597617094138,119.63400278243498,116.81054471515714,-28.39924769729292,395.9922800157557,1505.7793759838344,22526.414036917,20618.027985953,19173.75071432,1.1207330000000004,1.7473340000000004,-0.6291659999999997,0.2016669999999996,0.3225361209921117,0.2375510187814632,0.172618316130494,0.1809069890296059,0.0925590969351762,0.1868251304837542,0.2588838174774774,0.0575507213450318,11676.472832766063,9826.819854652596,38773.83089493712,25870.882424917152,19410.327761893597,12322.690181472157,9210.915858604672,7110.043242034482,36335.72758846293,29388.641592595694,23456.82524868564,-4.313581785714286,-4.552960230769231,-3.3109843333333338,-6.153999571428571,-3.9756409230769223,-3.5856241666666664,142.2097804248524,112.53117133798702,70.50020266656458,-0.3999817781961226,-0.3764007650641907,-0.2989737408023092,18.24533330615448,17.535926065159472,15.93850699770509,-313.1887622509061,119.75682434384584,1332.0059136712516,8284.134910723073,6866.19107974054,5873.73995878317,1.840417785714286,-0.5773193076923073,0.2746398333333329,0.2048422591518426,0.099771656874556,0.0592533532364565,0.0730519129059302,0.0409341311995496,0.1499509478683865,0.0298179363793007,7449.052566034418,,,,0.22386099999999998,0.203647,2.0,,,,,,,,,,,,
2001,IRL,0.0,82843.62599759798,27332.40862,75395.97329124303,5.011667,4.261783,311.9817697660893,0.3355661990067985,134.61634502193843,172.25423929208125,25199.817704593,0,0,0,71784.96832288116,60484.87386985254,45734.005226624206,23664.723072,19638.695904,15868.99901980361,68957.44207906468,61452.50180595376,52406.2271249011,5.5125,4.710834,4.796667,4.391767,2.9635,5.425833,298.2700167353394,246.2024138151644,208.48586391844276,0.3640158057125613,0.4734109163140167,0.5238776983791051,128.3630007491171,121.59597617094138,119.63400278243498,524.3434639871897,-28.39924769729292,395.9922800157557,24305.281428392,22526.414036917,20618.027985953,0.7498839999999998,1.1207330000000004,1.7473340000000004,-0.6291659999999997,0.1868251304837543,0.2050048123195378,0.1221258704293113,0.2114829099899265,0.0789680678229449,0.1540525535231296,0.2399616333771253,0.0724866501125719,12262.895676595,11676.472832766063,47489.00328830327,38773.83089493712,25870.882424917152,15527.204670707342,12322.690181472157,9210.915858604672,41418.286022343,36335.72758846293,29388.641592595694,-3.224343666666665,-4.313581785714286,-4.552960230769231,-4.315465933333334,-6.153999571428571,-3.9756409230769223,184.796731316704,142.2097804248524,112.53117133798702,-0.4827114369178364,-0.3999817781961226,-0.3764007650641907,23.79600233058656,18.24533330615448,17.535926065159472,260.4332002503036,-313.1887622509061,119.75682434384584,9510.7266414832,8284.134910723073,6866.19107974054,1.0911222666666671,1.840417785714286,-0.5773193076923073,0.0544996787040678,0.0600989034930194,0.0045285251612411,0.0984098400872558,0.0244192355730647,0.1194940754704663,0.0424601777330484,8677.95116364502,,,,0.048294,0.143579,1.0,,,,,,,0.22386099999999998,,,,,
2002,IRL,0.0,90862.54374769768,34747.32368,81051.8310849115,5.01,3.318592,353.1787580397217,0.3087327227884734,140.85898762173153,264.5382479318424,26241.315363853,0,0,0,82843.62599759798,71784.96832288116,60484.87386985254,27332.40862,23664.723072,19638.695904,75395.97329124303,68957.44207906468,61452.50180595376,5.011667,5.5125,4.710834,4.261783,4.391767,2.9635,311.9817697660893,298.2700167353394,246.2024138151644,0.3355661990067985,0.3640158057125613,0.4734109163140167,134.61634502193843,128.3630007491171,121.59597617094138,172.25423929208125,524.3434639871897,-28.39924769729292,25199.817704593,24305.281428392,22526.414036917,1.6914079999999996,0.7498839999999998,1.1207330000000004,1.7473340000000004,0.1540525535231296,0.1549853567625133,0.0933696352135003,0.0459709399584624,0.0368041933123249,0.0967958325524307,0.2211379349996652,0.0893291919927584,10219.166730825218,12262.895676595,55579.59825750113,47489.00328830327,38773.83089493712,18224.43992678813,15527.204670707342,12322.690181472157,45268.17435812492,41418.286022343,36335.72758846293,-3.5236551875,-3.224343666666665,-4.313581785714286,-4.175733312499999,-4.315465933333334,-6.153999571428571,186.9586886401599,184.796731316704,142.2097804248524,-0.4809915788162345,-0.4827114369178364,-0.3999817781961226,28.56209645774624,23.79600233058656,18.24533330615448,-107.93309946044876,260.4332002503036,-313.1887622509061,9810.842502591502,9510.7266414832,8284.134910723073,0.6520781249999997,1.0911222666666671,1.840417785714286,0.0180937898298386,0.0060728543697937,-0.0245296117319858,-0.0736627859500253,-0.0193725879757594,0.0921350859879728,0.0562698497751601,8596.839302578184,,,,,,,,,,,,,0.048294,0.22386099999999998,,,,
2003,IRL,0.0,97577.604472,43309.719488,88366.255928,4.1325,2.333467,401.1218044650552,0.2981861381414131,145.76213748082617,564.2353142518282,26603.860546949,0,0,0,90862.54374769768,82843.62599759798,71784.96832288116,34747.32368,27332.40862,23664.723072,81051.8310849115,75395.97329124303,68957.44207906468,5.01,5.011667,5.5125,3.318592,4.261783,4.391767,353.1787580397217,311.9817697660893,298.2700167353394,0.3087327227884734,0.3355661990067985,0.3640158057125613,140.85898762173153,134.61634502193843,128.3630007491171,264.5382479318424,172.25423929208125,524.3434639871897,26241.315363853,25199.817704593,24305.281428392,1.799033,1.6914079999999996,0.7498839999999998,1.1207330000000004,0.0967958325524307,0.271286558132834,0.0750153827422686,0.1320493447566507,0.0413295711686902,0.0739035079509591,0.1458911721864382,0.0455661577323996,8539.682619745627,10219.166730825218,60329.12787480663,55579.59825750113,47489.00328830327,24567.32910874178,18224.43992678813,15527.204670707342,48261.19836602132,45268.17435812492,41418.286022343,-3.318048352941176,-3.5236551875,-3.224343666666665,-4.873292941176469,-4.175733312499999,-4.315465933333334,217.15810699378284,186.9586886401599,184.796731316704,-0.4795314327512517,-0.4809915788162345,-0.4827114369178364,33.12461573649543,28.56209645774624,23.79600233058656,-9.300084970072987,-107.93309946044876,260.4332002503036,10275.231779346115,9810.842502591502,9510.7266414832,1.5552445882352937,0.6520781249999997,1.0911222666666671,-0.0402937930052251,0.1219945023420022,-0.0413507634699684,0.0170195429700395,-0.0136364233709092,0.010745984108881,0.0087554921964573,5939.050406624247,,,,,,,,,,,,,,0.048294,0.22386099999999998,,,
2004,IRL,0.0,127590.093384,58048.192184,98471.489612,4.076667,2.106325,436.2103058378543,0.2808717126160449,148.9601541040916,-120.80570119607384,27865.106583741,0,0,0,97577.604472,90862.54374769768,82843.62599759798,43309.719488,34747.32368,27332.40862,88366.255928,81051.8310849115,75395.97329124303,4.1325,5.01,5.011667,2.333467,3.318592,4.261783,401.1218044650552,353.1787580397217,311.9817697660893,0.2981861381414131,0.3087327227884734,0.3355661990067985,145.76213748082617,140.85898762173153,134.61634502193843,564.2353142518282,264.5382479318424,172.25423929208125,26603.860546949,26241.315363853,25199.817704593,1.970342,1.799033,1.6914079999999996,0.7498839999999998,0.073903507950959,0.2464188576609247,0.0902437951762714,0.135747253576166,0.0138158159402101,0.3075755863694329,0.1082506313421731,0.0412840972774939,14095.44628835085,8539.682619745627,63692.570383841936,60329.12787480663,55579.59825750113,31764.87329958946,24567.32910874178,18224.43992678813,52894.44552210864,48261.19836602132,45268.17435812492,-4.011212333333333,-3.318048352941176,-3.5236551875,-5.587679444444444,-4.873292941176469,-4.175733312499999,253.03681414168392,217.15810699378284,186.9586886401599,-0.4634373822454647,-0.4795314327512517,-0.4809915788162345,36.187509165784775,33.12461573649543,28.56209645774624,290.91365273713905,-9.300084970072987,-107.93309946044876,10066.930752478442,10275.231779346115,9810.842502591502,1.5764671111111113,1.5552445882352937,0.6520781249999997,-0.0608158944887423,0.0899506546735046,-0.023689953184791,0.0197163022030819,-0.0403480360481593,-0.0275661807421891,0.0039262134792729,3863.629601769705,,,,,,,,,,,,,,,0.048294,,,
2005,IRL,0.0,165922.408392,74596.486952,115680.550576,3.329167,2.184675,477.0178687490265,0.2605357451869592,152.58267042414298,-4745.382658173199,28762.763149421004,0,0,1,127590.093384,97577.604472,90862.54374769768,58048.192184,43309.719488,34747.32368,98471.489612,88366.255928,81051.8310849115,4.076667,4.1325,5.01,2.106325,2.333467,3.318592,436.2103058378543,401.1218044650552,353.1787580397217,0.2808717126160449,0.2981861381414131,0.3087327227884734,148.9601541040916,145.76213748082617,140.85898762173153,-120.80570119607384,564.2353142518282,264.5382479318424,27865.106583741,26603.860546949,26241.315363853,1.144492,1.970342,1.799033,1.6914079999999996,0.3075755863694329,0.3403040442246144,0.1143562503342187,0.0874759262204505,0.0474083840037511,0.300433317284545,0.1594249756242742,0.1288117511313988,25519.208284490716,14095.44628835085,90352.81874932394,63692.570383841936,60329.12787480663,44831.51055876896,31764.87329958946,24567.32910874178,60215.76102073451,52894.44552210864,48261.19836602132,-3.8559288947368415,-4.011212333333333,-3.318048352941176,-5.52073305263158,-5.587679444444444,-4.873292941176469,274.8075884543945,253.03681414168392,217.15810699378284,-0.456360366600019,-0.4634373822454647,-0.4795314327512517,37.48092004348258,36.187509165784775,33.12461573649543,-409.438607591665,290.91365273713905,-9.300084970072987,10798.338328613689,10066.930752478442,10275.231779346115,1.6648041578947363,1.5764671111111113,1.5552445882352937,0.1762348447346615,0.1788385826442217,0.0017386104834223,-0.029650375275027,-0.0045139104263872,0.0252297035835701,0.091222913599103,9177.916420264322,,,,0.028051,0.190672,1.0,,,,,,,,,,,,
